"","batch","type","cluster"
"Prog_190","SMART-seq2","CMP","SMART-seq2 4"
"Prog_191","SMART-seq2","CMP","SMART-seq2 4"
"Prog_193","SMART-seq2","CMP","SMART-seq2 0"
"Prog_194","SMART-seq2","MEP","SMART-seq2 1"
"Prog_195","SMART-seq2","CMP","SMART-seq2 0"
"Prog_196","SMART-seq2","MEP","SMART-seq2 3"
"Prog_197","SMART-seq2","CMP","SMART-seq2 4"
"Prog_199","SMART-seq2","CMP","SMART-seq2 2"
"Prog_200","SMART-seq2","MEP","SMART-seq2 1"
"Prog_201","SMART-seq2","CMP","SMART-seq2 1"
"Prog_203","SMART-seq2","GMP","SMART-seq2 4"
"Prog_204","SMART-seq2","CMP","SMART-seq2 0"
"Prog_205","SMART-seq2","GMP","SMART-seq2 4"
"Prog_206","SMART-seq2","CMP","SMART-seq2 1"
"Prog_207","SMART-seq2","MEP","SMART-seq2 3"
"Prog_208","SMART-seq2","MEP","SMART-seq2 1"
"Prog_209","SMART-seq2","MEP","SMART-seq2 1"
"Prog_210","SMART-seq2","CMP","SMART-seq2 2"
"Prog_211","SMART-seq2","MEP","SMART-seq2 3"
"Prog_212","SMART-seq2","MEP","SMART-seq2 3"
"Prog_213","SMART-seq2","MEP","SMART-seq2 1"
"Prog_214","SMART-seq2","CMP","SMART-seq2 4"
"Prog_215","SMART-seq2","MEP","SMART-seq2 3"
"Prog_216","SMART-seq2","MEP","SMART-seq2 1"
"Prog_217","SMART-seq2","MEP","SMART-seq2 3"
"Prog_218","SMART-seq2","MEP","SMART-seq2 1"
"Prog_221","SMART-seq2","MEP","SMART-seq2 3"
"Prog_222","SMART-seq2","CMP","SMART-seq2 1"
"Prog_223","SMART-seq2","CMP","SMART-seq2 2"
"Prog_224","SMART-seq2","GMP","SMART-seq2 4"
"Prog_225","SMART-seq2","CMP","SMART-seq2 1"
"Prog_226","SMART-seq2","CMP","SMART-seq2 1"
"Prog_227","SMART-seq2","CMP","SMART-seq2 1"
"Prog_228","SMART-seq2","GMP","SMART-seq2 1"
"Prog_229","SMART-seq2","MEP","SMART-seq2 3"
"Prog_230","SMART-seq2","CMP","SMART-seq2 4"
"Prog_231","SMART-seq2","CMP","SMART-seq2 1"
"Prog_232","SMART-seq2","CMP","SMART-seq2 4"
"Prog_233","SMART-seq2","MEP","SMART-seq2 1"
"Prog_234","SMART-seq2","CMP","SMART-seq2 2"
"Prog_235","SMART-seq2","CMP","SMART-seq2 4"
"Prog_236","SMART-seq2","CMP","SMART-seq2 2"
"Prog_237","SMART-seq2","CMP","SMART-seq2 1"
"Prog_238","SMART-seq2","CMP","SMART-seq2 4"
"Prog_239","SMART-seq2","MEP","SMART-seq2 3"
"Prog_240","SMART-seq2","MEP","SMART-seq2 1"
"Prog_241","SMART-seq2","MEP","SMART-seq2 1"
"Prog_242","SMART-seq2","MEP","SMART-seq2 1"
"Prog_243","SMART-seq2","CMP","SMART-seq2 2"
"Prog_244","SMART-seq2","CMP","SMART-seq2 0"
"Prog_245","SMART-seq2","GMP","SMART-seq2 4"
"Prog_246","SMART-seq2","CMP","SMART-seq2 0"
"Prog_247","SMART-seq2","MEP","SMART-seq2 1"
"Prog_248","SMART-seq2","GMP","SMART-seq2 4"
"Prog_249","SMART-seq2","MEP","SMART-seq2 3"
"Prog_250","SMART-seq2","MEP","SMART-seq2 3"
"Prog_252","SMART-seq2","GMP","SMART-seq2 4"
"Prog_253","SMART-seq2","MEP","SMART-seq2 1"
"Prog_254","SMART-seq2","MEP","SMART-seq2 3"
"Prog_255","SMART-seq2","CMP","SMART-seq2 4"
"Prog_256","SMART-seq2","CMP","SMART-seq2 1"
"Prog_258","SMART-seq2","GMP","SMART-seq2 4"
"Prog_259","SMART-seq2","CMP","SMART-seq2 0"
"Prog_260","SMART-seq2","CMP","SMART-seq2 1"
"Prog_261","SMART-seq2","MEP","SMART-seq2 3"
"Prog_262","SMART-seq2","CMP","SMART-seq2 4"
"Prog_263","SMART-seq2","CMP","SMART-seq2 1"
"Prog_264","SMART-seq2","GMP","SMART-seq2 4"
"Prog_265","SMART-seq2","MEP","SMART-seq2 3"
"Prog_266","SMART-seq2","CMP","SMART-seq2 0"
"Prog_267","SMART-seq2","CMP","SMART-seq2 4"
"Prog_268","SMART-seq2","GMP","SMART-seq2 4"
"Prog_269","SMART-seq2","MEP","SMART-seq2 1"
"Prog_270","SMART-seq2","CMP","SMART-seq2 2"
"Prog_271","SMART-seq2","CMP","SMART-seq2 4"
"Prog_272","SMART-seq2","MEP","SMART-seq2 1"
"Prog_273","SMART-seq2","GMP","SMART-seq2 4"
"Prog_274","SMART-seq2","MEP","SMART-seq2 3"
"Prog_275","SMART-seq2","MEP","SMART-seq2 1"
"Prog_276","SMART-seq2","MEP","SMART-seq2 3"
"Prog_277","SMART-seq2","MEP","SMART-seq2 1"
"Prog_278","SMART-seq2","MEP","SMART-seq2 3"
"Prog_279","SMART-seq2","MEP","SMART-seq2 3"
"Prog_280","SMART-seq2","CMP","SMART-seq2 4"
"Prog_281","SMART-seq2","MEP","SMART-seq2 3"
"Prog_282","SMART-seq2","MEP","SMART-seq2 3"
"Prog_283","SMART-seq2","CMP","SMART-seq2 0"
"Prog_284","SMART-seq2","MEP","SMART-seq2 3"
"Prog_285","SMART-seq2","MEP","SMART-seq2 3"
"Prog_286","SMART-seq2","MEP","SMART-seq2 3"
"Prog_287","SMART-seq2","CMP","SMART-seq2 4"
"Prog_288","SMART-seq2","MEP","SMART-seq2 1"
"Prog_289","SMART-seq2","CMP","SMART-seq2 4"
"Prog_290","SMART-seq2","MEP","SMART-seq2 1"
"Prog_291","SMART-seq2","MEP","SMART-seq2 3"
"Prog_292","SMART-seq2","CMP","SMART-seq2 4"
"Prog_293","SMART-seq2","CMP","SMART-seq2 1"
"Prog_294","SMART-seq2","CMP","SMART-seq2 1"
"Prog_295","SMART-seq2","CMP","SMART-seq2 4"
"Prog_296","SMART-seq2","CMP","SMART-seq2 1"
"Prog_297","SMART-seq2","GMP","SMART-seq2 4"
"Prog_298","SMART-seq2","MEP","SMART-seq2 1"
"Prog_299","SMART-seq2","MEP","SMART-seq2 3"
"Prog_300","SMART-seq2","CMP","SMART-seq2 1"
"Prog_301","SMART-seq2","MEP","SMART-seq2 3"
"Prog_303","SMART-seq2","CMP","SMART-seq2 2"
"Prog_304","SMART-seq2","GMP","SMART-seq2 4"
"Prog_305","SMART-seq2","CMP","SMART-seq2 2"
"Prog_306","SMART-seq2","MEP","SMART-seq2 1"
"Prog_307","SMART-seq2","GMP","SMART-seq2 4"
"Prog_308","SMART-seq2","CMP","SMART-seq2 4"
"Prog_309","SMART-seq2","CMP","SMART-seq2 1"
"Prog_310","SMART-seq2","GMP","SMART-seq2 4"
"Prog_311","SMART-seq2","GMP","SMART-seq2 4"
"Prog_313","SMART-seq2","GMP","SMART-seq2 4"
"Prog_314","SMART-seq2","MEP","SMART-seq2 1"
"Prog_315","SMART-seq2","MEP","SMART-seq2 3"
"Prog_316","SMART-seq2","MEP","SMART-seq2 3"
"Prog_318","SMART-seq2","MEP","SMART-seq2 1"
"Prog_319","SMART-seq2","CMP","SMART-seq2 4"
"Prog_320","SMART-seq2","CMP","SMART-seq2 1"
"Prog_321","SMART-seq2","MEP","SMART-seq2 3"
"Prog_322","SMART-seq2","MEP","SMART-seq2 1"
"Prog_323","SMART-seq2","MEP","SMART-seq2 3"
"Prog_324","SMART-seq2","CMP","SMART-seq2 0"
"Prog_325","SMART-seq2","GMP","SMART-seq2 4"
"Prog_326","SMART-seq2","MEP","SMART-seq2 3"
"Prog_327","SMART-seq2","GMP","SMART-seq2 4"
"Prog_328","SMART-seq2","MEP","SMART-seq2 1"
"Prog_329","SMART-seq2","MEP","SMART-seq2 3"
"Prog_330","SMART-seq2","CMP","SMART-seq2 1"
"Prog_331","SMART-seq2","CMP","SMART-seq2 4"
"Prog_332","SMART-seq2","CMP","SMART-seq2 1"
"Prog_333","SMART-seq2","MEP","SMART-seq2 1"
"Prog_334","SMART-seq2","MEP","SMART-seq2 3"
"Prog_335","SMART-seq2","GMP","SMART-seq2 4"
"Prog_336","SMART-seq2","CMP","SMART-seq2 2"
"Prog_337","SMART-seq2","MEP","SMART-seq2 3"
"Prog_338","SMART-seq2","CMP","SMART-seq2 0"
"Prog_339","SMART-seq2","MEP","SMART-seq2 1"
"Prog_340","SMART-seq2","MEP","SMART-seq2 1"
"Prog_341","SMART-seq2","CMP","SMART-seq2 2"
"Prog_342","SMART-seq2","MEP","SMART-seq2 3"
"Prog_343","SMART-seq2","MEP","SMART-seq2 1"
"Prog_345","SMART-seq2","MEP","SMART-seq2 1"
"Prog_346","SMART-seq2","MEP","SMART-seq2 3"
"Prog_348","SMART-seq2","CMP","SMART-seq2 1"
"Prog_349","SMART-seq2","MEP","SMART-seq2 3"
"Prog_350","SMART-seq2","MEP","SMART-seq2 3"
"Prog_351","SMART-seq2","MEP","SMART-seq2 3"
"Prog_352","SMART-seq2","MEP","SMART-seq2 3"
"Prog_353","SMART-seq2","CMP","SMART-seq2 1"
"Prog_354","SMART-seq2","CMP","SMART-seq2 3"
"Prog_355","SMART-seq2","CMP","SMART-seq2 1"
"Prog_356","SMART-seq2","MEP","SMART-seq2 3"
"Prog_357","SMART-seq2","MEP","SMART-seq2 3"
"Prog_358","SMART-seq2","MEP","SMART-seq2 1"
"Prog_359","SMART-seq2","MEP","SMART-seq2 3"
"Prog_360","SMART-seq2","MEP","SMART-seq2 3"
"Prog_361","SMART-seq2","MEP","SMART-seq2 3"
"Prog_362","SMART-seq2","MEP","SMART-seq2 1"
"Prog_363","SMART-seq2","MEP","SMART-seq2 3"
"Prog_364","SMART-seq2","MEP","SMART-seq2 1"
"Prog_366","SMART-seq2","MEP","SMART-seq2 3"
"Prog_367","SMART-seq2","GMP","SMART-seq2 1"
"Prog_368","SMART-seq2","MEP","SMART-seq2 3"
"Prog_369","SMART-seq2","MEP","SMART-seq2 3"
"Prog_370","SMART-seq2","MEP","SMART-seq2 1"
"Prog_371","SMART-seq2","GMP","SMART-seq2 2"
"Prog_372","SMART-seq2","CMP","SMART-seq2 1"
"Prog_373","SMART-seq2","MEP","SMART-seq2 3"
"Prog_374","SMART-seq2","MEP","SMART-seq2 3"
"Prog_375","SMART-seq2","MEP","SMART-seq2 3"
"Prog_376","SMART-seq2","MEP","SMART-seq2 3"
"Prog_377","SMART-seq2","MEP","SMART-seq2 3"
"Prog_378","SMART-seq2","CMP","SMART-seq2 4"
"Prog_379","SMART-seq2","MEP","SMART-seq2 1"
"Prog_380","SMART-seq2","MEP","SMART-seq2 1"
"Prog_381","SMART-seq2","MEP","SMART-seq2 1"
"Prog_382","SMART-seq2","CMP","SMART-seq2 4"
"Prog_383","SMART-seq2","MEP","SMART-seq2 3"
"Prog_384","SMART-seq2","MEP","SMART-seq2 1"
"Prog_385","SMART-seq2","MEP","SMART-seq2 3"
"Prog_386","SMART-seq2","MEP","SMART-seq2 3"
"Prog_387","SMART-seq2","CMP","SMART-seq2 1"
"Prog_388","SMART-seq2","MEP","SMART-seq2 3"
"Prog_389","SMART-seq2","MEP","SMART-seq2 1"
"Prog_390","SMART-seq2","MEP","SMART-seq2 3"
"Prog_392","SMART-seq2","MEP","SMART-seq2 1"
"Prog_393","SMART-seq2","MEP","SMART-seq2 3"
"Prog_394","SMART-seq2","MEP","SMART-seq2 1"
"Prog_395","SMART-seq2","MEP","SMART-seq2 3"
"Prog_396","SMART-seq2","CMP","SMART-seq2 4"
"Prog_397","SMART-seq2","MEP","SMART-seq2 3"
"Prog_398","SMART-seq2","MEP","SMART-seq2 3"
"Prog_399","SMART-seq2","CMP","SMART-seq2 1"
"Prog_401","SMART-seq2","MEP","SMART-seq2 1"
"Prog_403","SMART-seq2","MEP","SMART-seq2 3"
"Prog_404","SMART-seq2","MEP","SMART-seq2 1"
"Prog_405","SMART-seq2","MEP","SMART-seq2 1"
"Prog_406","SMART-seq2","CMP","SMART-seq2 3"
"Prog_407","SMART-seq2","MEP","SMART-seq2 1"
"Prog_408","SMART-seq2","GMP","SMART-seq2 4"
"Prog_409","SMART-seq2","MEP","SMART-seq2 3"
"Prog_410","SMART-seq2","MEP","SMART-seq2 3"
"Prog_411","SMART-seq2","MEP","SMART-seq2 1"
"Prog_412","SMART-seq2","CMP","SMART-seq2 1"
"Prog_413","SMART-seq2","CMP","SMART-seq2 2"
"Prog_414","SMART-seq2","CMP","SMART-seq2 4"
"Prog_415","SMART-seq2","MEP","SMART-seq2 3"
"Prog_416","SMART-seq2","MEP","SMART-seq2 3"
"Prog_417","SMART-seq2","MEP","SMART-seq2 3"
"Prog_418","SMART-seq2","MEP","SMART-seq2 3"
"Prog_419","SMART-seq2","CMP","SMART-seq2 3"
"Prog_420","SMART-seq2","GMP","SMART-seq2 4"
"Prog_421","SMART-seq2","MEP","SMART-seq2 3"
"Prog_422","SMART-seq2","MEP","SMART-seq2 1"
"Prog_423","SMART-seq2","CMP","SMART-seq2 1"
"Prog_424","SMART-seq2","MEP","SMART-seq2 3"
"Prog_425","SMART-seq2","MEP","SMART-seq2 3"
"Prog_426","SMART-seq2","CMP","SMART-seq2 1"
"Prog_428","SMART-seq2","CMP","SMART-seq2 0"
"Prog_429","SMART-seq2","MEP","SMART-seq2 3"
"Prog_430","SMART-seq2","MEP","SMART-seq2 3"
"Prog_431","SMART-seq2","CMP","SMART-seq2 1"
"Prog_432","SMART-seq2","MEP","SMART-seq2 1"
"Prog_433","SMART-seq2","MEP","SMART-seq2 0"
"Prog_434","SMART-seq2","MEP","SMART-seq2 3"
"Prog_435","SMART-seq2","MEP","SMART-seq2 1"
"Prog_436","SMART-seq2","CMP","SMART-seq2 4"
"Prog_437","SMART-seq2","GMP","SMART-seq2 4"
"Prog_438","SMART-seq2","MEP","SMART-seq2 3"
"Prog_439","SMART-seq2","MEP","SMART-seq2 1"
"Prog_440","SMART-seq2","MEP","SMART-seq2 1"
"Prog_441","SMART-seq2","GMP","SMART-seq2 4"
"Prog_443","SMART-seq2","CMP","SMART-seq2 4"
"Prog_444","SMART-seq2","CMP","SMART-seq2 1"
"Prog_445","SMART-seq2","CMP","SMART-seq2 0"
"Prog_446","SMART-seq2","CMP","SMART-seq2 0"
"Prog_447","SMART-seq2","MEP","SMART-seq2 1"
"Prog_448","SMART-seq2","CMP","SMART-seq2 1"
"Prog_449","SMART-seq2","CMP","SMART-seq2 3"
"Prog_450","SMART-seq2","GMP","SMART-seq2 1"
"Prog_451","SMART-seq2","GMP","SMART-seq2 2"
"Prog_453","SMART-seq2","MEP","SMART-seq2 3"
"Prog_454","SMART-seq2","CMP","SMART-seq2 1"
"Prog_455","SMART-seq2","MEP","SMART-seq2 1"
"Prog_456","SMART-seq2","MEP","SMART-seq2 1"
"Prog_457","SMART-seq2","MEP","SMART-seq2 3"
"Prog_458","SMART-seq2","CMP","SMART-seq2 1"
"Prog_459","SMART-seq2","CMP","SMART-seq2 1"
"Prog_460","SMART-seq2","CMP","SMART-seq2 1"
"Prog_461","SMART-seq2","MEP","SMART-seq2 1"
"Prog_462","SMART-seq2","MEP","SMART-seq2 1"
"Prog_463","SMART-seq2","MEP","SMART-seq2 1"
"Prog_464","SMART-seq2","CMP","SMART-seq2 0"
"Prog_465","SMART-seq2","CMP","SMART-seq2 4"
"Prog_466","SMART-seq2","MEP","SMART-seq2 3"
"Prog_467","SMART-seq2","CMP","SMART-seq2 1"
"Prog_468","SMART-seq2","CMP","SMART-seq2 2"
"Prog_469","SMART-seq2","MEP","SMART-seq2 1"
"Prog_470","SMART-seq2","GMP","SMART-seq2 2"
"Prog_471","SMART-seq2","CMP","SMART-seq2 1"
"Prog_472","SMART-seq2","MEP","SMART-seq2 1"
"Prog_473","SMART-seq2","MEP","SMART-seq2 1"
"Prog_474","SMART-seq2","CMP","SMART-seq2 0"
"Prog_475","SMART-seq2","CMP","SMART-seq2 4"
"Prog_476","SMART-seq2","CMP","SMART-seq2 2"
"Prog_477","SMART-seq2","MEP","SMART-seq2 3"
"Prog_478","SMART-seq2","MEP","SMART-seq2 3"
"Prog_479","SMART-seq2","MEP","SMART-seq2 1"
"Prog_480","SMART-seq2","GMP","SMART-seq2 4"
"Prog_481","SMART-seq2","CMP","SMART-seq2 0"
"Prog_482","SMART-seq2","MEP","SMART-seq2 1"
"Prog_483","SMART-seq2","MEP","SMART-seq2 1"
"Prog_484","SMART-seq2","CMP","SMART-seq2 4"
"Prog_485","SMART-seq2","GMP","SMART-seq2 0"
"Prog_486","SMART-seq2","MEP","SMART-seq2 1"
"Prog_487","SMART-seq2","GMP","SMART-seq2 4"
"Prog_488","SMART-seq2","CMP","SMART-seq2 2"
"Prog_489","SMART-seq2","GMP","SMART-seq2 4"
"Prog_490","SMART-seq2","GMP","SMART-seq2 4"
"Prog_491","SMART-seq2","GMP","SMART-seq2 4"
"Prog_493","SMART-seq2","CMP","SMART-seq2 1"
"Prog_494","SMART-seq2","CMP","SMART-seq2 4"
"Prog_495","SMART-seq2","CMP","SMART-seq2 0"
"Prog_496","SMART-seq2","CMP","SMART-seq2 1"
"Prog_497","SMART-seq2","MEP","SMART-seq2 1"
"Prog_498","SMART-seq2","CMP","SMART-seq2 4"
"Prog_499","SMART-seq2","CMP","SMART-seq2 1"
"Prog_500","SMART-seq2","CMP","SMART-seq2 4"
"Prog_501","SMART-seq2","CMP","SMART-seq2 4"
"Prog_502","SMART-seq2","MEP","SMART-seq2 3"
"Prog_503","SMART-seq2","GMP","SMART-seq2 4"
"Prog_504","SMART-seq2","CMP","SMART-seq2 0"
"Prog_505","SMART-seq2","CMP","SMART-seq2 4"
"Prog_506","SMART-seq2","CMP","SMART-seq2 4"
"Prog_507","SMART-seq2","MEP","SMART-seq2 3"
"Prog_508","SMART-seq2","MEP","SMART-seq2 3"
"Prog_509","SMART-seq2","MEP","SMART-seq2 1"
"Prog_510","SMART-seq2","MEP","SMART-seq2 3"
"Prog_511","SMART-seq2","MEP","SMART-seq2 1"
"Prog_513","SMART-seq2","MEP","SMART-seq2 1"
"Prog_514","SMART-seq2","CMP","SMART-seq2 4"
"Prog_515","SMART-seq2","CMP","SMART-seq2 1"
"Prog_516","SMART-seq2","MEP","SMART-seq2 3"
"Prog_517","SMART-seq2","GMP","SMART-seq2 4"
"Prog_518","SMART-seq2","CMP","SMART-seq2 2"
"Prog_519","SMART-seq2","CMP","SMART-seq2 0"
"Prog_520","SMART-seq2","GMP","SMART-seq2 4"
"Prog_521","SMART-seq2","CMP","SMART-seq2 2"
"Prog_523","SMART-seq2","MEP","SMART-seq2 3"
"Prog_524","SMART-seq2","CMP","SMART-seq2 0"
"Prog_525","SMART-seq2","GMP","SMART-seq2 1"
"Prog_526","SMART-seq2","CMP","SMART-seq2 1"
"Prog_527","SMART-seq2","CMP","SMART-seq2 2"
"Prog_528","SMART-seq2","GMP","SMART-seq2 4"
"Prog_529","SMART-seq2","CMP","SMART-seq2 1"
"Prog_530","SMART-seq2","CMP","SMART-seq2 2"
"Prog_531","SMART-seq2","CMP","SMART-seq2 2"
"Prog_532","SMART-seq2","GMP","SMART-seq2 0"
"Prog_533","SMART-seq2","MEP","SMART-seq2 1"
"Prog_535","SMART-seq2","MEP","SMART-seq2 1"
"Prog_536","SMART-seq2","MEP","SMART-seq2 3"
"Prog_537","SMART-seq2","CMP","SMART-seq2 0"
"Prog_539","SMART-seq2","MEP","SMART-seq2 1"
"Prog_541","SMART-seq2","GMP","SMART-seq2 2"
"Prog_542","SMART-seq2","GMP","SMART-seq2 4"
"Prog_543","SMART-seq2","MEP","SMART-seq2 1"
"Prog_545","SMART-seq2","MEP","SMART-seq2 3"
"Prog_546","SMART-seq2","GMP","SMART-seq2 4"
"Prog_547","SMART-seq2","MEP","SMART-seq2 1"
"Prog_548","SMART-seq2","MEP","SMART-seq2 1"
"Prog_549","SMART-seq2","CMP","SMART-seq2 2"
"Prog_550","SMART-seq2","CMP","SMART-seq2 2"
"Prog_551","SMART-seq2","CMP","SMART-seq2 2"
"Prog_552","SMART-seq2","CMP","SMART-seq2 0"
"Prog_553","SMART-seq2","MEP","SMART-seq2 1"
"Prog_554","SMART-seq2","GMP","SMART-seq2 0"
"Prog_555","SMART-seq2","MEP","SMART-seq2 1"
"Prog_556","SMART-seq2","MEP","SMART-seq2 1"
"Prog_557","SMART-seq2","MEP","SMART-seq2 1"
"Prog_558","SMART-seq2","CMP","SMART-seq2 0"
"Prog_559","SMART-seq2","CMP","SMART-seq2 1"
"Prog_560","SMART-seq2","CMP","SMART-seq2 4"
"Prog_561","SMART-seq2","CMP","SMART-seq2 0"
"Prog_562","SMART-seq2","MEP","SMART-seq2 3"
"Prog_564","SMART-seq2","MEP","SMART-seq2 3"
"Prog_565","SMART-seq2","GMP","SMART-seq2 2"
"Prog_566","SMART-seq2","MEP","SMART-seq2 1"
"Prog_567","SMART-seq2","CMP","SMART-seq2 2"
"Prog_568","SMART-seq2","MEP","SMART-seq2 1"
"Prog_569","SMART-seq2","CMP","SMART-seq2 4"
"Prog_570","SMART-seq2","MEP","SMART-seq2 3"
"Prog_571","SMART-seq2","MEP","SMART-seq2 1"
"Prog_572","SMART-seq2","CMP","SMART-seq2 0"
"Prog_573","SMART-seq2","CMP","SMART-seq2 0"
"Prog_574","SMART-seq2","GMP","SMART-seq2 4"
"Prog_575","SMART-seq2","MEP","SMART-seq2 1"
"Prog_576","SMART-seq2","GMP","SMART-seq2 2"
"Prog_577","SMART-seq2","CMP","SMART-seq2 4"
"Prog_578","SMART-seq2","CMP","SMART-seq2 4"
"Prog_579","SMART-seq2","CMP","SMART-seq2 4"
"Prog_580","SMART-seq2","MEP","SMART-seq2 1"
"Prog_581","SMART-seq2","CMP","SMART-seq2 1"
"Prog_582","SMART-seq2","CMP","SMART-seq2 1"
"Prog_583","SMART-seq2","CMP","SMART-seq2 1"
"Prog_584","SMART-seq2","GMP","SMART-seq2 4"
"Prog_585","SMART-seq2","MEP","SMART-seq2 1"
"Prog_586","SMART-seq2","CMP","SMART-seq2 4"
"Prog_587","SMART-seq2","CMP","SMART-seq2 1"
"Prog_588","SMART-seq2","MEP","SMART-seq2 1"
"Prog_589","SMART-seq2","MEP","SMART-seq2 1"
"Prog_590","SMART-seq2","CMP","SMART-seq2 0"
"Prog_592","SMART-seq2","MEP","SMART-seq2 3"
"Prog_593","SMART-seq2","CMP","SMART-seq2 1"
"Prog_594","SMART-seq2","MEP","SMART-seq2 1"
"Prog_595","SMART-seq2","CMP","SMART-seq2 0"
"Prog_596","SMART-seq2","CMP","SMART-seq2 4"
"Prog_597","SMART-seq2","GMP","SMART-seq2 4"
"Prog_598","SMART-seq2","CMP","SMART-seq2 4"
"Prog_599","SMART-seq2","CMP","SMART-seq2 1"
"Prog_600","SMART-seq2","CMP","SMART-seq2 1"
"Prog_602","SMART-seq2","CMP","SMART-seq2 0"
"Prog_603","SMART-seq2","MEP","SMART-seq2 3"
"Prog_604","SMART-seq2","CMP","SMART-seq2 1"
"Prog_605","SMART-seq2","MEP","SMART-seq2 3"
"Prog_606","SMART-seq2","CMP","SMART-seq2 2"
"Prog_607","SMART-seq2","CMP","SMART-seq2 1"
"Prog_609","SMART-seq2","CMP","SMART-seq2 2"
"Prog_610","SMART-seq2","MEP","SMART-seq2 1"
"Prog_611","SMART-seq2","MEP","SMART-seq2 1"
"Prog_612","SMART-seq2","GMP","SMART-seq2 1"
"Prog_613","SMART-seq2","MEP","SMART-seq2 1"
"Prog_614","SMART-seq2","CMP","SMART-seq2 1"
"Prog_615","SMART-seq2","MEP","SMART-seq2 3"
"Prog_616","SMART-seq2","MEP","SMART-seq2 3"
"Prog_617","SMART-seq2","CMP","SMART-seq2 0"
"Prog_618","SMART-seq2","MEP","SMART-seq2 1"
"Prog_619","SMART-seq2","CMP","SMART-seq2 4"
"Prog_620","SMART-seq2","CMP","SMART-seq2 1"
"Prog_621","SMART-seq2","CMP","SMART-seq2 4"
"Prog_622","SMART-seq2","CMP","SMART-seq2 1"
"Prog_623","SMART-seq2","CMP","SMART-seq2 4"
"Prog_624","SMART-seq2","CMP","SMART-seq2 2"
"Prog_625","SMART-seq2","CMP","SMART-seq2 4"
"Prog_626","SMART-seq2","CMP","SMART-seq2 4"
"Prog_627","SMART-seq2","GMP","SMART-seq2 0"
"Prog_628","SMART-seq2","GMP","SMART-seq2 4"
"Prog_629","SMART-seq2","CMP","SMART-seq2 0"
"Prog_631","SMART-seq2","CMP","SMART-seq2 0"
"Prog_632","SMART-seq2","MEP","SMART-seq2 1"
"Prog_633","SMART-seq2","GMP","SMART-seq2 1"
"Prog_634","SMART-seq2","CMP","SMART-seq2 1"
"Prog_635","SMART-seq2","CMP","SMART-seq2 1"
"Prog_636","SMART-seq2","GMP","SMART-seq2 2"
"Prog_637","SMART-seq2","MEP","SMART-seq2 3"
"Prog_638","SMART-seq2","MEP","SMART-seq2 3"
"Prog_639","SMART-seq2","MEP","SMART-seq2 1"
"Prog_640","SMART-seq2","MEP","SMART-seq2 3"
"Prog_641","SMART-seq2","CMP","SMART-seq2 0"
"Prog_642","SMART-seq2","CMP","SMART-seq2 0"
"Prog_643","SMART-seq2","CMP","SMART-seq2 1"
"Prog_644","SMART-seq2","GMP","SMART-seq2 4"
"Prog_645","SMART-seq2","CMP","SMART-seq2 4"
"Prog_646","SMART-seq2","MEP","SMART-seq2 1"
"Prog_647","SMART-seq2","CMP","SMART-seq2 0"
"Prog_648","SMART-seq2","CMP","SMART-seq2 2"
"Prog_650","SMART-seq2","GMP","SMART-seq2 4"
"Prog_651","SMART-seq2","MEP","SMART-seq2 1"
"Prog_652","SMART-seq2","CMP","SMART-seq2 1"
"Prog_653","SMART-seq2","CMP","SMART-seq2 1"
"Prog_654","SMART-seq2","CMP","SMART-seq2 1"
"Prog_655","SMART-seq2","MEP","SMART-seq2 3"
"Prog_657","SMART-seq2","MEP","SMART-seq2 3"
"Prog_658","SMART-seq2","CMP","SMART-seq2 4"
"Prog_659","SMART-seq2","CMP","SMART-seq2 2"
"Prog_661","SMART-seq2","GMP","SMART-seq2 4"
"Prog_662","SMART-seq2","CMP","SMART-seq2 4"
"Prog_663","SMART-seq2","MEP","SMART-seq2 1"
"Prog_665","SMART-seq2","CMP","SMART-seq2 0"
"Prog_666","SMART-seq2","GMP","SMART-seq2 0"
"Prog_667","SMART-seq2","MEP","SMART-seq2 1"
"Prog_668","SMART-seq2","CMP","SMART-seq2 1"
"Prog_669","SMART-seq2","MEP","SMART-seq2 2"
"Prog_670","SMART-seq2","CMP","SMART-seq2 4"
"Prog_671","SMART-seq2","MEP","SMART-seq2 1"
"Prog_672","SMART-seq2","MEP","SMART-seq2 3"
"Prog_673","SMART-seq2","GMP","SMART-seq2 0"
"Prog_674","SMART-seq2","GMP","SMART-seq2 4"
"Prog_675","SMART-seq2","GMP","SMART-seq2 4"
"Prog_676","SMART-seq2","CMP","SMART-seq2 1"
"Prog_677","SMART-seq2","MEP","SMART-seq2 3"
"Prog_678","SMART-seq2","MEP","SMART-seq2 1"
"Prog_679","SMART-seq2","CMP","SMART-seq2 1"
"Prog_680","SMART-seq2","CMP","SMART-seq2 0"
"Prog_681","SMART-seq2","CMP","SMART-seq2 4"
"Prog_682","SMART-seq2","GMP","SMART-seq2 1"
"Prog_683","SMART-seq2","GMP","SMART-seq2 4"
"Prog_684","SMART-seq2","CMP","SMART-seq2 0"
"Prog_686","SMART-seq2","CMP","SMART-seq2 4"
"Prog_687","SMART-seq2","GMP","SMART-seq2 4"
"Prog_688","SMART-seq2","MEP","SMART-seq2 1"
"Prog_689","SMART-seq2","GMP","SMART-seq2 4"
"Prog_690","SMART-seq2","CMP","SMART-seq2 5"
"Prog_692","SMART-seq2","CMP","SMART-seq2 0"
